candidate_name,resume,skills,experience,location,job_position_name,resume_id
Site Engineer,"Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




 Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","['Construct, test and troubleshoot AC/DC circuits', 'Determine voltage, current, resistance and power by calculations and measurements', 'Identify electronic components and schematic symbols', 'Utilize oscilloscopes to measure AC frequency', 'Very proficient in soldering', 'Troubleshoot and identify faulty capacitors, inductors and transformers', 'Skilled in the use of hand tools for repairing and installing electronics', 'Create circuits with Multisim CAD software', 'Assemble/disassemble PCs and electronics to the component level', 'Familiar in C+, C++, Java script, SQL, Visual Studio, Microsoft Team Foundation, Microsoft Test Manager, Tera Term, GShell, Linux, OSi', 'Studied and understand Programmable Logic controllers', 'Digital communications with fiber optics', 'Understand different types of transmission lines: twisted pair, UTP, shielded pair and coaxial', 'Proficient with Microsoft Word, Excel, PowerPoint, Access, Outlook', 'Strong oral and written communication skills', 'Adapt to new technology at an accelerated rate']",1 to 2 years,"['City, State', 'City, State', 'City, State']",Site Engineer,4361
Mechanical Designer,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","['Exceptional time management', 'Operational analysis', 'Root cause analysis', 'Technical plan execution aptitude', 'Highly dependable', 'Detail-oriented', 'Strong leader', 'Manufacturing process controls', 'Proficient in SolidWorks', 'Decisive', 'Product improvement', 'A+', 'client server', 'hardware', 'computer networks', 'Computer sales', 'clients', 'database', 'desktops', 'Documentation', 'functional', 'HP', 'HP NetServers', 'Inventory management and Control', 'laptops', 'marketing', 'materials', 'Windows', 'windows XP', 'Migration', 'network printers', 'network', 'NICs', 'operating systems', 'OS', 'progress', 'Protocols', 'Purchasing', 'QA', 'RAID', 'repairs', 'repairing', 'servers', 'specification', 'Technical Support', 'Troubleshoot', 'Troubleshooting', 'Upgrading', 'usability testing', 'validation', 'Vista']",At least 5 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",Mechanical Designer,4362
Machine Learning (ML) Engineer,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","['Python', 'Webscrapping', 'PowerBI', 'Data Cleaning', 'Data Preparation', 'Data Analysis', 'Predictive Modeling', 'Data Analytics', 'Pivot Table', 'SQL', 'PostgreSQL', 'Analytics', 'Excel', 'Machine Learning', 'XML']",At least 5 year(s),['N/A'],Machine Learning (ML) Engineer,4363
"Full Stack Developer (Python,React js)","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","['JavaScript', 'Visual Studio Code', 'Git', 'TensorFlow', 'Selenium (automated testing)', 'Docker']",3 to 7 years,"['Hanover, NH', 'Hanover, NH']","Full Stack Developer (Python,React js)",4364
Project Coordinator (Civil),"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","['Bi', 'Business Intelligence', 'Progress', 'Loans', 'Mortgage', 'Business Development', 'Marketing', 'Operations', 'Training', 'Solutions', 'Adc', 'Business Requirements', 'Correspondence', 'Fannie Mae', 'Gse', 'Metrics', 'Project Plans', 'And Marketing', 'Budget', 'Business Process Improvement', 'Clients', 'Coaching', 'Contracts', 'Drafting', 'E-learning', 'Federal Acquisition', 'Federal Government', 'Fedex', 'Integration', 'Integrator', 'Maintenance', 'Marketing Collateral', 'Marketing Department', 'Marketing Plan', 'Mentoring', 'Pricing', 'Process Improvement', 'Proposal Development', 'Strategic Marketing', 'User Experience', 'Web Based', 'Web-based', 'White Papers', 'B2c', 'Finance', 'Increase', 'Instructor', 'Investor Relations', 'Lending', 'Market Share', 'Mortgage Banking', 'Mortgage Lending', 'Real Estate', 'Retail', 'Retail Marketing', 'Retail Mortgage', 'Data Mining', 'Networking', 'Pentaho', 'Promotional', 'Sales', 'Sales Manager', 'Sap', 'Strategic Planning', 'Act!', 'Business Writing', 'Compounding', 'Excel', 'Fundraising', 'Horizontal', 'Hospital Pharmacy', 'Inventory', 'Mckesson', 'Microsoft Office', 'Microsoft Sharepoint', 'Ms Office', 'Outlook', 'Outpatient', 'Powerpoint', 'Project Management', 'Publisher', 'Robotic', 'Sharepoint', 'Siebel', 'Six Sigma', 'Six-sigma', 'Visio', 'Word', 'Pharmacy', 'Mba']",5 to 10 years,"['Washington, D.C.', None, None, None]",Project Coordinator (Civil),4365
Management Trainee - Mechanical,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","['Budget development', 'Exceptional interpersonal communication', 'Effective leader', 'Staff training/development', 'Consistently meet goals', 'Efficient multi-tasker', 'Deadline-oriented', 'BASIC', 'COBOL', 'FORTRAN', 'PASCAL', 'Prolith (Modeling)', 'Power Point', 'Word', 'Excel', 'Lotus Notes', 'Statistical Analysis: JMP', 'DOE (design of experiment)', 'PCS', 'SPC++', 'six sigma', 'data view', 'Crystal ball']",nan,"['City , State', 'City , State']",Management Trainee - Mechanical,4366
Civil Engineer,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","['Business to Business', 'Business to Customer', 'Contract Negotiation', 'Calm Under Pressure', 'Account Management', 'Total Quality Management', 'P&L Management', 'Business Development']",At least 5 years,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State', 'City , State']",Civil Engineer,4367
Senior Software Engineer,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




 Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","['Python', 'Machine Learning', 'Deep Learning', 'R', 'Computer Vision', 'Numpy', 'Panda', 'Matplotlib', 'MySQL', 'OpenCV', 'PyTorch']",At least 1 year,"['N/A', 'N/A']",Senior Software Engineer,4368
Data Engineer,"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","['Mechanically-inclined', 'Diagnosis and repair', 'Skilled concrete finisher', 'Preventative maintenance', 'Dexterous with hand tools', 'Suspension and alignment', 'Strong attention to detail', 'Brake systems expertise', 'Troubleshooting', 'Brake repair and replacement', 'Responsible and reliable', 'Strategic thinker', 'Excellent problem solver', 'Self-starter', 'Decisive', 'Critical thinker', 'customer service', 'documentation', 'forklift', 'forms', 'legal', 'materials', 'policies', 'problem solving skills', 'progress', 'quality assurance', 'read', 'repairs', 'safety', 'struts', 'supervisor', 'tear']",5 to 8 years,"['City, State', 'City, State', 'City, State', None]",Data Engineer,4369
System Administrator (Operation & Maintenance of S,"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","['Business systems analysis', 'Project management', 'Business process improvement', 'Forecasting and planning', 'Requirements gathering', 'Scope and project definition', 'Technology architecture analysis', 'Integrated Reporting Information System (IRIS)', 'Portfolio management', 'Budgeting', 'Cost-benefit analysis', 'Functional requirements', 'Requirement tracing', 'Business Analysis', 'Account management', 'Accounting', 'Big Data', 'Business Administration', 'Business Consulting', 'Business Development', 'Business Solutions', 'Business Systems', 'Customer Relationship Management', 'Client Relations Development', 'Database', 'Direct Marketing', 'Finance', 'Information Technology', 'Law', 'Leadership', 'Director', 'Marketing', 'Market Evaluation', 'Messaging', 'Enterprise', 'Network', 'Organizational', 'Performance Reviews', 'Performance management', 'Policies', 'Processes', 'Proposals', 'Proposal Writing', 'Speaking', 'Professor', 'Quality', 'Recruitment', 'Relationship Building', 'Risk Management', 'Selling', 'Sales', 'Scheme', 'Strategic Plans', 'Supply Chain Management', 'Tables', 'Underwriting']",4 to 5 years,"['City , State', 'City , State', 'City , State', 'City , State']","System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",4370
Senior Software Engineer,"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




 Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","['Data Analysis', 'Data Mining', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence']",At least 1 year,"['N/A', 'N/A']",Senior Software Engineer,4371
Project Coordinator (Civil),"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","['Business Analyst', 'Data Analysis', 'Business Analysis', 'Machine Learning', 'Tableau', 'Seaborn', 'Python', 'R', 'AWS VIEW', 'NodeJS']",5 to 10 years,['N/A'],Project Coordinator (Civil),4375
Senior iOS Engineer,"iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality iOS Lifecycle
Requirement Analysis
Native Frameworks
iOS Development
API Integration
Technical Communication
UI Design
Performance Optimization
Feature Collaboration
Bug Fixing
Code Translation
High-Performance Development
Task Management
Cross-Team Collaboration
Code Quality","['Business Analyst', 'Data Analysis', 'Machine Learning', 'Python', 'C++', 'DotNet', 'Java', 'PyTorch']",At least 4 years,['N/A'],Senior iOS Engineer,4376
Machine Learning (ML) Engineer,"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","['Microsoft office Suite (2013)', 'Reading Schematics', 'Troubleshooting', 'Problem solving', 'Lean Manufacturing', 'Inventory', 'Government Sell-Offs', 'Critical Thinking', 'Effective Multitasking', 'Deadline Compliance', 'Works well under pressure', 'Highly responsible and reliable', 'Establishing goals and setting priorities', 'Team player', 'Initiative to work independent']",At least 5 year(s),"['City, State', 'City, State', 'City, State']",Machine Learning (ML) Engineer,4377
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['Artificial Intelligence', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow Keras', 'Scikit learn', 'Numpy', 'Pandas', 'Matplotlib']",At least 3 years,['N/A'],Network Support Engineer,4378
Executive/ Sr. Executive -IT,"Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","['Machine Learning', 'Data processing', 'Data visualization', 'Deep Learning', 'SQL', 'Python Programming', 'PyCharm', 'Django']",3 to 5 years,['N/A'],Executive/ Sr. Executive -IT,4379
Civil Engineer,"Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","['15+ years of experience in Accounting & Bookkeeping Services', 'Financial statements', 'Bank reconciliations and General Ledger expertise', 'Flexible team player', 'Financial statement analysis', 'Tax return filing', 'GAAP understanding', 'Bank reconciliations and balancing', 'Microsoft Word', 'Excel', 'Access', 'PowerPoint', 'Outlook', 'Asset Keeper Pro Software', 'QuickBooks Software', 'Fixed Asset Solutions Software', 'Creative Solutions Bookkeeping Software', 'HOST Software', 'Document Manager Software', 'ProSystem', 'UltraTax', 'Lacerte Tax Preparation Software']",At least 5 years,"['City , State', 'City , State', 'City , State', 'City , State']",Civil Engineer,4380
Mechanical Designer,"Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation Design Creation
CAD Drawings
Design Optimization
Team Collaboration
Compliance Assurance
Design Reviews
Manufacturing Support
Documentation","['Data Analyst', 'Data Analytics', 'Data Analysis', 'Time Series Analysis', 'Business Analytics', 'Predictive Modeling', 'Regression Analysis', 'Image Processing', 'Data Visualization', 'Linear Regression', 'Statistical Analysis', 'Requirement Analysis', 'SQL', 'Tableau', 'Python']",At least 5 years,['N/A'],Mechanical Designer,4381
HR Officer,"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution","['Excellent communication', 'Inspecting', 'Team Lead', 'Modems', 'Processes', 'Scheduling', 'Technician', 'Trainer', 'Troubleshooting']",nan,"['City, State', 'City, State', 'City, State']",HR Officer,4382
Data Science Engineer,"Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support Application Development
Object-Oriented Design
Collaboration
Problem-Solving
Software Lifecycle
Innovation
Software Testing
System Analysis
Performance Monitoring
Plugin Development
Documentation
Integration Support","['Software Engineer/Developer', 'Software Development', 'Project Management', 'Machine Learning', 'Computer Vision', 'OpenCV', 'Python', 'C++', 'Ruby', 'Learning Algorithm']",At least 2 years,['N/A'],Data Science Engineer,4383
DevOps Engineer,"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","['Data Analysis', 'Data Visualization', 'Deep Learning', 'Machine Learning', 'Adobe Analytics', 'Excel', 'Matplotlib', 'Python']",At least 3 years,['N/A'],DevOps Engineer,4384
"Full Stack Developer (Python,React js)","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","['Data Analysis', 'Data Science', 'Machine Learning', 'Customer Analytics', 'Natural Language Processing', 'Python', 'SQL', 'MS', 'Artificial Intelligence']",3 to 7 years,[None],"Full Stack Developer (Python,React js)",4385
Executive - VAT,"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","['Data Science', 'Machine Learning', 'Artificial Intelligence', 'Data Analysis', 'Keras', 'Tensorflow', 'Pytorch', 'Python', 'AWS', 'Kubernetes', 'Kafka', 'Spark', 'PySpark', 'Hadoop', 'Deep Learning', 'Chatbot', 'Natural language processing', 'Scikit-Learn']",1 to 3 years,['N/A'],Executive - VAT,4386
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['Adobe Creative Suite', 'Adobe Acrobat', 'Photoshop', 'advertising', 'API', 'benefits', 'Branding', 'business development', 'competitive', 'Competitive Analysis', 'Content Development', 'creativity', 'CRM', 'Client Support', 'data management', 'Illustrator', 'InDesign', 'DIRECTOR', 'marketing plans', 'Market Research', 'Marketing Strategies', 'marketing strategist', 'marketing', 'market', 'Media Relations', 'messaging', 'Microsoft Dynamics', 'MS Outlook', 'works', 'communicator', 'organizational skills', 'outside sales', 'Positioning', 'presenter', 'problem-solver', 'processes', 'purchasing', 'quality control', 'Fast learner', 'Real Estate', 'reporting', 'research', 'Sales', 'software development', 'strategy', 'strategic', 'technical sales', 'trainer', 'Training Materials', 'vision', 'writer']",At least 3 years,"['N/A', 'Corporate Atlantic Region', 'N/A']",Network Support Engineer,4387
Database Administrator (DBA),"Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","['Results-oriented', 'Operations management', 'Client-focused', 'Excel in [areas of expertise]', 'Proficiency in [area]', 'accounting', 'accounting manager', 'accounting system', 'accounts payable', 'accounts receivable', 'auditing', 'bank reconciliations', 'cash receipts', 'documentation', 'E-mail', 'financial', 'mail', 'payables', 'personnel', 'processes', 'maintain files', 'spreadsheet', 'phone', 'treasury', 'written', 'yearend']",At least 1 year,"['City , State']",Database Administrator (DBA),4388
"Executive/ Senior Executive- Trade Marketing, Hygi","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","['Construct, test and troubleshoot AC/DC circuits', 'Determine voltage, current, resistance and power by calculations and measurements', 'Identify electronic components and schematic symbols', 'Utilize oscilloscopes to measure AC frequency', 'Very proficient in soldering', 'Troubleshoot and identify faulty capacitors, inductors and transformers', 'Skilled in the use of hand tools for repairing and installing electronics', 'Create circuits with Multisim CAD software', 'Assemble/disassemble PCs and electronics to the component level', 'Familiar in C+, C++, Java script, SQL, Visual Studio, Microsoft Team Foundation, Microsoft Test Manager, Tera Term, GShell, Linux, OSi', 'Studied and understand Programmable Logic controllers', 'Digital communications with fiber optics', 'Understand different types of transmission lines: twisted pair, UTP, shielded pair and coaxial', 'Proficient with Microsoft Word, Excel, PowerPoint, Access, Outlook', 'Strong oral and written communication skills', 'Adapt to new technology at an accelerated rate']",At least 3 years,"['City, State', 'City, State', 'City, State']","Executive/ Senior Executive- Trade Marketing, Hygiene Products",4389
Sr.Officer / Executive - Internal Audit,"Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","['Big Data', 'Hadoop', 'Hive', 'Python', 'Mapreduce', 'Spark', 'Java', 'Machine Learning', 'Cloud', 'Hdfs', 'YARN', 'Core Java', 'Data Science', 'C++', 'Data Structures', 'DBMS', 'RDBMS', 'Informatica', 'Talend', 'Amazon Redshift', 'Microsoft Azure']",2 to 4 years,['N/A'],Sr.Officer / Executive - Internal Audit,4390
Asst. Manager/ Manger (Administrative),"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","['Data Science', 'Data Analysis', 'Data Structures', 'Data Warehousing', 'Data Visualization', 'Data Mining', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'MongoDB', 'Python', 'Django', 'Java', 'SQL', 'C++']",At least 5 years,['N/A'],Asst. Manager/ Manger (Administrative),4391
Network Support Engineer,"Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","['Tensorflow', 'AWS', 'Keras', 'Deep Learning', 'Pytorch', 'Flask', 'Machine Learning', 'PySpark', 'Kafka', 'XML', 'API', 'JavaScript', 'AngularJS', 'SAP', 'RestAPI', 'PHP']",At least 3 years,['N/A'],Network Support Engineer,4392
AI Engineer,"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","['account reconciliations', 'accounting', 'accounts payable', 'Accounts Receivable', 'AP', 'Balance sheet', 'Bank Reconciliation', 'Banking', 'Billing', 'book', 'Com', 'Client', 'edit', 'Finance', 'Financials', 'financial reports', 'Preparing financial reports', 'focus', 'functional', 'General Ledger', 'GL', 'Inventory control', 'process invoices', 'Invoice Processing', 'invoicing', 'MBA', 'mail', 'office', 'Developer', 'profit and loss statement', 'coding', 'reporting', 'researching', 'SAP FI', 'SAP']",nan,"['N/A', 'N/A', 'N/A']",AI Engineer,4393
Management Trainee - Mechanical,"Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","['Software Development', 'Client Management', 'Technical Architecture', 'Data Visualization', 'Data Science', 'Python', 'Statistics', 'Machine Learning', 'Learning Algorithm', 'Heuristics']",nan,nan,Management Trainee - Mechanical,4394
Business Development Executive,"Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication Apparel Sourcing
Quality Garment Sourcing
Reliable Partner
Buyer/Vendor Communication","['3d', 'accounting', 'Accountant', 'Accounts receivables', 'Adobe Illustrator', 'Adobe Photoshop', 'Pagemaker', 'Audio Editing', 'auditing', 'banking', 'book', 'Budget preparation', 'contracts', 'cost analysis', 'credit', 'clients', 'debit', 'Dec', 'documentation', 'Dos', 'senior Management', 'finance', 'Financial', 'financial management', 'Preparation of Financial Statements', 'HR', 'Inspection', 'Inventory', 'inventory control', 'Macro Media Director', 'MS Office', '2K', 'Windows 9.x', 'works', 'MIS', 'modeling', 'Developer 2000', 'Oracle 8I', 'Oracle', 'payroll', 'policies', 'reporting', 'Sales', 'tax', 'Video Editing']",1 to 3 years,"['City, State', 'City, State', 'Kuwait', 'City, State', 'City, State', 'Udaipur, India']",Business Development Executive,4395
