job_position_name,skills,positions,responsibilities,responsibilities.1,skills_required,educationaL_requirements,experiencere_requirement,locations,matched_score
Civil Engineer,"['Adobe Captivate', 'Blackboard', 'Business Objects', 'Clarity', 'Cerner', 'DOORS', 'eCHIMP', 'Eclipsys', 'EHRs', 'EPIC', 'HBOC', 'MACESS', 'IDX', 'I-MAX', 'FACET', 'HEAT', 'SQL Server 2005', 'Cognos', 'ER/Studio', 'Mini-tab', 'Oracle', 'SAS', 'SharePoint Foundation 2007/2010', 'SPSS', 'pcAnywhere', 'Excel', 'Word', 'One Note', 'Outlook', 'Power Point', 'Project', 'SharePoint', 'Visio']","['Manager Engineering Manufacturing Systems Engineering Manager', 'Manager Engineering Process Initiatives Manager', 'Manager Engineering Process Manager', 'Business Process Analyst', 'Applications Specialist', 'Business Systems Analyst', 'Information Architect']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",B.Sc in Civil Engineering from a reputed university.,At least 5 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.45
Management Trainee - Mechanical,"['QuickBooks', 'Sage', 'Lacerte', 'Intuit ProSeries', 'Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'Microsoft Outlook', 'Microsoft Power Pivot', 'Microsoft PowerPoint', 'CalBench', 'FASB & GAAP standards', 'Sarbanes-Oxley', 'Generally Accepted Auditing Standards']","['Accountant', 'Accounting Assistant', 'Stock Clerk', 'Restaurant Operations Manager']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,"['City, State', 'City, State', 'City, State', 'City, State']",0.4433333333333333
Machine Learning (ML) Engineer,"['Data Structures', 'Logistic Regression', 'Linear Regression', 'Machine Learning', 'Algorithms', 'Deep Learning', 'GIT', 'Open Source', 'Neural Networks', 'CNN', 'DNN', 'ANN', 'RNN', 'Keras', 'Tensorflow']",['SDE Intern'],"Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis","Machine Learning Leadership
Cross-Functional Collaboration
Strategy Development
ML/NLP Infrastructure
Prototype Transformation
ML System Design
Algorithm Research
Application Development
Dataset Selection
ML Testing
Statistical Analysis
R&D in ML/NLP
Text Representation
Data Pipeline Design
Statistical Data Analysis
Model Training
Team Collaboration
Research Reporting
Algorithm Analysis",,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,At least 5 year(s),['N/A'],0.85
Project Coordinator (Civil),"['account reconciliation', 'accounting', 'accountant', 'accounting system', 'AR', 'budget', 'business objects', 'closing', 'Contracts', 'financial', 'financial analysis', 'financial controls', 'financial operations', 'financial reports', 'financial statements', 'GL', 'Grants', 'inventory', 'invoicing', 'ledger', 'Macros', 'Access', 'Excel', 'Microsoft Office', 'office', 'Outlook', 'PowerPoint', 'Word', 'Monitors', 'operating systems', 'PeopleSoft', 'policies', 'processes', 'procurement', 'reporting', 'Research', 'SAP', 'Sarbanes-Oxley', 'training materials', 'view']","['Accountant', 'Staff Accountant', 'Accountant /Auditor']","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,"['City , State', 'City , State', 'City , State']",0.6833333333333332
"Full Stack Developer (Python,React js)","['Game Theory', 'Bounded Rationality', 'Cryptography', 'Algorithms', 'Social Networks', 'Analysis of Algorithms', 'Combinatorial Optimizations']","['Summer Intern', 'Summer Intern', 'FW Developer']","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting","Full Stack Development
Front-end: ReactJS, NextJS
Backend: Python, Django
API Design
Server-Side Logic
DRF (Django REST Framework)
Database Management (PostgreSQL, MySQL)
Version Control (Git)
AWS (ECR, RDS, ECS, ALB, EC2, etc.)
Linux, Docker, CI/CD, GitLab
Terraform, Shell Scripting",,Bachelor/Honors,3 to 7 years,"['New York, NY', 'Mountain View, CA', 'Petach Tikva, Israel']",0.906666667
Asst. Manager/ Manger (Administrative),"['Hiring and retention', 'Training and development', 'Recruiting', 'Compensation/payroll', 'Employee relations', 'Exceptional interpersonal skills', 'Compensation administration', 'Personnel records maintenance', 'Affirmative Action compliance', 'New hire orientation', 'Mediation expertise', 'API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","•Administration
•Health Safety and Environment
•Safety and Security Management",Bachelor/Honors,At least 5 years,"['City, State', 'City, State', 'City, State', 'City, State']",0.65
Intern (Generative AI Engineering - 2D/3D Image Generation),"['Big Data', 'Hadoop', 'Hive', 'Python', 'Mapreduce', 'Spark', 'Java', 'Machine Learning', 'Cloud', 'Hdfs', 'YARN', 'Core Java', 'Data Science', 'C++', 'Data Structures', 'DBMS', 'RDBMS', 'Informatica', 'Talend', 'Amazon Redshift', 'Microsoft Azure']",['Big Data Analyst'],"Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,Bachelor of Science (BSc),,['N/A'],0.85
Senior Software Engineer,"['Maintenance', 'Corrective Maintenance', 'Documentation', 'Industrial Machinery', 'Preventive Maintenance', 'Sensors', 'Biotechnology', 'Electrical Mechanical', 'Estimation', 'Hydraulics', 'Mechanical Technician', 'Pneumatics', 'Project Manager', 'Sop', 'Manufacturing Process', 'Apqp', 'Assembly', 'Circuit Boards', 'Dmm', 'Electrical Test', 'Esd', 'First Article Inspection', 'Inspection', 'Medical Devices', 'Oscilloscope', 'Production Process', 'Schematic', 'Soldering', 'Surface Mount', 'Test Engineer', 'Through-hole', 'Wiring', 'Calibration', 'Control Systems', 'Packaging', 'Process Control', 'Sensor', 'Temperature', 'And Humidity', 'Control System Design', 'Electrical Engineer', 'Engineer', 'Entry Level', 'Ieee', 'Mechanical/electrical Engineer', 'Proactive', 'Self Motivated', 'Testing', 'Training', 'Electrical Engineering', 'Pr', 'Public Relations']","['Engineering Technician', 'Instrument Technician', 'Project Manager Assistance']","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,"['City, State', 'City, State', 'City, State']",0.65
Intern (Generative AI Engineering - 2D/3D Image Generation),"['Account Reconciliation', 'Accounting', 'Accounts Payable', 'Accounts Receivable', 'AR', 'Billing', 'Budget', 'Cash Handling', 'Closing', 'Coaching', 'Communication Skills', 'Contracts', 'Credit', 'Customer Service', 'Financial', 'Forms', 'General Ledger', 'General Ledger Accounts', 'Grants', 'Groupwise', 'Instructing', 'Mentoring', 'Merchandising', 'Microsoft Office', 'Outlook', 'Organizational Skills', 'Packaging', 'Policies', 'Pricing', 'Public Speaking', 'Purchasing', 'Receiving', 'Reconciling', 'Research', 'Spreadsheets', 'Team Player', 'Time Management', 'Year-End']","['Accountant III', 'Assistant Accountant', 'Accounting Clerk B', 'Accounting Instructor', 'Student Accounts Representative/Bookkeeper']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,Bachelor of Science (BSc),,"[None, 'City , State', None, 'City , State', 'City , State']",0.5499999999999999
DevOps Engineer,"['automotive', 'basic', 'broadcast', 'cables', 'cable', 'cabling', 'carpentry', 'chill', 'CA', 'conversion', 'Council', 'SC', 'Direction', 'documentation', 'electrical systems', 'electronics', 'equipment installation', 'experimentation', 'FAX', 'forms', 'government', 'GPS', 'HVAC', 'inspecting', 'Inspection', 'laboratory testing', 'leadership', 'team leadership', 'Team Lead', 'team leader', 'lighting', 'Logic', 'Maple', 'mechanical', 'Navy', 'NDS', 'Network', 'OSS', 'personnel', 'plumbing', 'Positioning', 'Power Supply', 'power supplies', 'quality', 'Radio', 'recording', 'San', 'scheduling', 'sorting', 'technical documentation', 'Technician V', 'telecommunications', 'transmission', 'troubleshooting', 'UHF', 'upgrades', 'upgrade', 'VHF', 'Video', 'welder', 'welding', 'written communications']","['Engineering Technician V', 'Engineering Technician V', 'Maintenance Technician', 'Installation Technician', 'Electrical/Mechanical Foreman', 'Electrical Apprentice']","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",Bachelor/Honors,At least 3 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.626666667
"Executive/ Senior Executive- Trade Marketing, Hygiene Products","['Accounting', 'Accounting Software', 'Accounts Payables', 'accounts payable', 'Accounts Receivables', 'accrual', 'administrative', 'administrative support', 'Trial Balance', 'balance', 'Balance Sheet', 'bank reconciliation', 'Bank Reconciliation', 'Bookkeeping', 'book', 'c', 'Driving License', 'Cash Management', 'closing', 'computer peripherals', 'Credit', 'Clients', 'Data Entry', 'email', 'English', 'ERP', 'Finance', 'Financials', 'Financial', 'Fixed Assets', 'Funds', 'General Ledger', 'Hindi', 'Insurance', 'Internet applications', 'Invoicing', 'Languages', 'law', 'legal', 'letters', 'Managing', 'Excel', 'MS Office applications', 'office', 'Outlook', 'PowerPoint', 'Word', 'MIS', 'MYOB', 'negotiating', 'Payroll', 'policies', 'Purchasing', 'QuickBooks', 'Sales', 'sales analysis', 'Secretarial', 'Sound', 'strategy', 'supervision', 'typing speed', 'Xpert']","['Accountant', 'Accountant - Payables / Accounting Clerk', 'Junior Accountant', 'Accountant cum Secretary']","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",Master of Business Administration (MBA),At least 3 years,"['City', 'City', 'City', 'City']",0.7600000000000001
Senior Software Engineer,"['Data Science', 'Analysis', 'Machine Learning', 'Bounding Algorithms', 'Heuristics', 'ANN', 'Decision Trees', 'SVM', 'Hypothesis Analysis', 'Optimization']",['Intern'],"Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




","Technical Support
Troubleshooting
Collaboration
Documentation
System Monitoring
Software Deployment
Training & Mentorship
Industry Trends
Field Visits




",,B.Sc in Computer Science & Engineering from a reputed university.,At least 1 year,['N/A'],0.75
Project Coordinator (Civil),"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Business Analysis', 'Python', 'Numpy', 'Pandas', 'Scikit Learn', 'Tensorflow', 'Keras', 'PySpark']",['Data Processing Junior Intern'],"Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Project Design
Data Analysis
ACCORD/Alliance Knowledge
BNBC Standards
Cost Estimation
Feasibility Studies
Documentation
Compliance
Site Monitoring
Policy Enforcement
Legal Compliance
Data Management
Team Collaboration","Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",•Bachelor of Business Administration (BBA) in Human Resource Management,5 to 10 years,['N/A'],0.65
"Executive/ Senior Executive- Trade Marketing, Hygiene Products","['Data Science', 'Data Analysis', 'Deep Learning', 'Machine Learning', 'Artificial Intelligence', 'Linear Regression', 'Statistical Modeling', 'Predictive Modeling', 'Bootstrap', 'MySQL', 'JDBC', 'HTML', 'PHP', 'CSS', 'C++']",['Intern'],"Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Trade Marketing Executive
Brand Visibility, Sales Targets
Field Marketing, Campaigns, Product Distribution
Brand Head
Excel, KPIs Tracking","Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",Master of Business Administration (MBA),At least 3 years,[None],0.583333333
HR Officer,"['Software Engineer', 'Software Developer', 'C++', 'C#', 'Jenkins', 'SpringBoot', 'Django', 'Python', 'SAP', 'Firebase']",['Intern'],"Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution","Relationship Building
HR Collaboration
Policy Development
Training Management
Record Keeping
Compliance
Employee Development
Policy Enforcement
Communication
Task Execution",Human Resource Management,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",,['N/A'],0.65
AI Engineer,"['A/p', 'A/r', 'Automated Payroll', 'Cpa', 'Excel', 'General Ledger', 'Office Management', 'Outlook', 'Payroll', 'Payroll Processing', 'Powerpoint', 'Accounting', 'Bookkeeping', 'Office Manager', 'Accounts For', 'Bookkeeper', 'Cash', 'Financial Statements', 'Process Payroll', 'Reconciliations', 'Tax Returns', 'Balance Sheet', 'Bank Reconciliations', 'Clients', 'G/l', 'Its', 'Job Costing', 'Journal', 'Quickbooks', 'Business Management', 'Clerical', 'Training', 'Account Reconciliations', 'Accountant', 'Accounts And', 'And Account', 'As400', 'Audit', 'Balance Sheets', 'Contracts', 'Inventory', 'Invoice', 'Office Administration', 'Operations', 'Peachtree', 'Peachtree Accounting', 'Progress', 'Reconciling', 'Restaurant Manager', 'Scheduling', 'Secretary', 'State Tax', 'Timberline', 'Timberline Software', 'Typing', 'Word']","['Accountant', 'Office Manager/Restaurant Manager', 'Office Manager', 'Assistant Controller', 'Bookkeeper/Office Manager', 'Office Manager/Bookkeeper', 'Secretary/Bookkeeper']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.21
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)","['Machine Learning Engineer', 'Data Analyst', 'Natural Language Processing', 'Deep Learning', 'Reinforcement Learning', 'Tensorflow', 'Keras', 'Scikit Learn', 'Numpy', 'Pandas', 'Matplotlib', 'Python']",['Analyst Intern'],"Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Hardware & Network Installation
Troubleshooting & Diagnostics
User Training & Capacity Building
Hardware Replacement
Fault Repair & System Setup
Software License & Account Management
Backup Management
System Updates & Maintenance
Server & Storage Management
Documentation & Technical Specifications
Data Protection & Disaster Recovery
Storage & Database Planning
Power & Disk Backup
Incident Management & Escalation
Service Restoration
User Communication & Verification
Incident Classification & Resolution
Major Incident Escalation
Problem & Error Management
Task Assignment & Execution","Cisco
Linux
Operation & Maintenance of Server",Bachelor/Honors,4 to 5 years,['N/A'],0.65
Executive/ Sr. Executive -IT,"['Microsoft Office (Word, Excel, Power Point, Outlook)', 'Abila MIP Fund Accounting Software', 'QuickBooks, QuickBooks Pro, Quicken', 'ADP, Paychex, Payroll Experts, QuickBooks Payroll Systems']","['Staff Accountant', 'Independent Accounting Consultant', 'Accounting Manager/Human Resources', 'Accounting and Human Resources Manager']","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support","Hardware & Software Installation
System Monitoring
IT Support
Networking Expertise
Mail Server Administration
Security Management
Troubleshooting & Repair
Operations Support",,Bachelor of Science (BSc) in Computer Science & Engineering,3 to 5 years,"['City , State', 'City , State', 'City , State', 'City , State']",0.65
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"['Mechanically-inclined', 'Diagnosis and repair', 'Skilled concrete finisher', 'Preventative maintenance', 'Dexterous with hand tools', 'Suspension and alignment', 'Strong attention to detail', 'Brake systems expertise', 'Troubleshooting', 'Brake repair and replacement', 'Responsible and reliable', 'Strategic thinker', 'Excellent problem solver', 'Self-starter', 'Decisive', 'Critical thinker', 'customer service', 'documentation', 'forklift', 'forms', 'legal', 'materials', 'policies', 'problem solving skills', 'progress', 'quality assurance', 'read', 'repairs', 'safety', 'struts', 'supervisor', 'tear']","['Engineering Aide', 'Service Technician', 'Concrete Finisher', None]","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit","Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,"['City, State', 'City, State', 'City, State', None]",0.65
Executive - VAT,"['Software Development', 'Data Science', 'Data Analysis', 'Data Structure', 'Business Analytics', 'Artificial Intelligence', 'Machine Learning', 'Software Engineering', 'Java', 'Powerbi', 'Tableau', 'SQL', 'DBMS', 'Deep learning']",['Intern at Machine Learning and cognitive division'],"Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks","Mushak Forms Maintenance
VAT Software & MS Office Maintenance
VAT Ledger Management
VAT Challan Coordination
Liaison with VAT Office
VAT Documentation
Other Assigned Tasks",VAT and Tax,BBA in Accounting and Finance,1 to 3 years,['N/A'],0.616666667
Site Engineer,"['C/C++', 'Java', 'HTML', 'CSS', 'Python', 'Portuguese (fluent)']","['Software Engineer Intern', 'Software Engineer Intern']","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","Supervision
Monitoring
Construction
Estimation
Planning
Material Management
Project Coordination
Quality Assurance
Cost Control
Inventory
Operations
Safety
Error Escalation
Miscellaneous Tasks




","AutoCAD
Communication and negotiation skills
Internet
MS Office",Bachelor of Science (BSc) in Civil Engineering,1 to 2 years,"['Boulder, CO', 'Denver, CO']",0.35
Civil Engineer,"['basic', 'C++', 'CPR certified', 'Data Acquisition', 'designing', 'Digital Design', 'direction', 'documentation', 'Electronics I', 'engineer', 'fashion', 'First Aid', 'HTML programming', 'Intel', 'LabView', 'market', 'materials', 'MatLab', 'Excel', 'MS Office', 'PowerPoint', 'Windows 2000', 'Word', 'Multimeters', 'natural', 'Oscilloscopes', 'Physics', 'Physics I', 'PSpice', 'speaking', 'quality', 'safety', 'Supervisory Control and Data Acquisition', 'schematics', 'SQL', 'Statistics', 'Systems Design I', 'Technical Writing', 'Verilog', 'VHDL', 'VI', 'Web Design']","['Engineering Tech', 'Manufacturing Technician', 'Senior Capstone Project', 'Research and Development Associate', 'Head Freshmen Basketball Coach', 'Research Assistant']","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","Design Review
Coordination
Proposal Preparation
Feasibility Analysis
Software Utilization
Supervision
Technical Support
Submission Review
Progress Reporting
Compliance
Site Visits","AutoCAD
ETABS
Microsoft Office Suite
MS Project",B.Sc in Civil Engineering from a reputed university.,At least 5 years,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.383333333
Asst. Manager/ Manger (Administrative),"['Statistical Modeling', 'Natural Language Processing', 'Text Mining', 'Python', 'PySpark', 'Microsoft Azure', 'Azure Databricks', 'Azure Data Factory', 'SQL', 'Machine Learning Engineer', 'Data Analyst']",['Software Developer (Machine Learning)'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","•Administration
•Health Safety and Environment
•Safety and Security Management",Bachelor/Honors,At least 5 years,['N/A'],0.683333333
Database Administrator (DBA),"['API', 'Approach', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'com', 'CA', 'Hardware', 'concept', 'Content', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'GUI', 'http', 'IDs', 'Innovation', 'explorer', 'IP', 'JavaScript', 'json', 'LAN', 'MB', 'C#', 'MFC', 'office', 'Win', 'Windows', '2000', 'migration', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++', 'workflow', 'writer']","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",Bachelor of Science (BSc) in Computer Science,At least 1 year,"['City , State', 'City , State', 'City , State', 'City , State']",0.85
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"['Python Programming', 'Machine Learning', 'Natural language Processing', 'Numpy', 'NLTK', 'Text Analysis', 'Transformers', 'Series Analysis', 'Conversational AI']",['Machine Learning Developer'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit","Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,['N/A'],0.333333333
Data Engineer,"['Data Mining', 'Deep Learning', 'Machine Learning', 'Software Testing', 'Algorithms', 'Python', 'JIRA', 'NLP', 'SQL', 'Unsupervised learning', 'Clustering', 'Regression', 'Model Development', 'MLOPS']",['Junior Machine Learning Engineer'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",Bachelor of Science (BSc),5 to 8 years,['N/A'],0.583333333
Data Engineer,"['Machine Learning', 'Data Analytics', 'Data Manipulation', 'Data Mining', 'Deep Learning', 'Algorithms', 'Selenium', 'Jenkins', 'Python', 'Java', 'SQL', 'Quality Control']",['Junior Machine Learning Engineer'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",Bachelor of Science (BSc),5 to 8 years,['N/A'],0.716666667
