job_id,resume_id,similarity_score,rank
1194,5808,0.362,
1194,3697,0.3356,
1194,4589,0.3349,
1194,1828,0.3305,
1194,6522,0.325,
1194,5125,0.3221,
1194,1674,0.3198,
1194,547,0.3196,
1194,5668,0.3195,
1194,8815,0.3174,
1194,30,0.3158,
1194,2873,0.3157,
1194,9169,0.3153,
1194,3637,0.3151,
1194,3027,0.3146,
1194,3612,0.3142,
1194,7601,0.3132,
1194,5621,0.3129,
1194,2765,0.3123,
1194,8512,0.3102,
1195,5165,0.2048,
1195,5999,0.198,
1195,8905,0.1897,
1195,3057,0.1886,
1195,5223,0.1851,
1195,4553,0.1846,
1195,1809,0.1831,
1195,4057,0.1822,
1195,7724,0.1807,
1195,8005,0.1802,
1195,4291,0.1801,
1195,7824,0.1792,
1195,3840,0.1789,
1195,3669,0.1762,
1195,8042,0.1755,
1195,2145,0.1746,
1195,6627,0.1738,
1195,3506,0.1734,
1195,7973,0.1729,
1195,2724,0.1725,
1196,1000,0.2926,
1196,5882,0.2732,
1196,5010,0.2718,
1196,7879,0.2692,
1196,2175,0.2691,
1196,3815,0.2663,
1196,7854,0.2602,
1196,7782,0.259,
1196,409,0.2578,
1196,7825,0.2561,
1196,8585,0.2559,
1196,4026,0.255,
1196,6212,0.2537,
1196,4713,0.2537,
1196,8087,0.2532,
1196,6663,0.2528,
1196,4782,0.2526,
1196,7486,0.2523,
1196,8834,0.2506,
1196,6672,0.2496,
1197,9213,0.1841,
1197,5930,0.1616,
1197,1083,0.1606,
1197,8184,0.159,
1197,1913,0.1485,
1197,1081,0.1479,
1197,3516,0.1441,
1197,8571,0.1424,
1197,4414,0.1422,
1197,5619,0.1414,
1197,5155,0.1406,
1197,9436,0.1401,
1197,3346,0.1374,
1197,5106,0.137,
1197,5011,0.1366,
1197,3136,0.1363,
1197,9342,0.1361,
1197,1772,0.1356,
1197,441,0.1348,
1197,6063,0.1343,
1205,7249,0.2848,
1205,160,0.2429,
1205,4645,0.2143,
1205,1925,0.2083,
1205,8282,0.2056,
1205,6819,0.2049,
1205,5839,0.2041,
1205,8143,0.2036,
1205,35,0.2021,
1205,3516,0.2015,
1205,8992,0.2008,
1205,9409,0.2004,
1205,3058,0.1992,
1205,1309,0.1948,
1205,8720,0.1931,
1205,3224,0.191,
1205,4733,0.1897,
1205,6998,0.1877,
1205,8571,0.1876,
1205,8544,0.1873,
1206,9366,0.2914,
1206,6781,0.2877,
1206,980,0.284,
1206,967,0.2819,
1206,4962,0.278,
1206,7317,0.2771,
1206,7923,0.2771,
1206,5450,0.2716,
1206,334,0.2713,
1206,6942,0.2686,
1206,5246,0.2684,
1206,1162,0.2678,
1206,5397,0.2675,
1206,9034,0.267,
1206,6818,0.2664,
1206,3630,0.2659,
1206,1859,0.2639,
1206,6754,0.2634,
1206,8481,0.2633,
1206,8192,0.2632,
1198,7051,0.2917,
1198,9062,0.2893,
1198,5261,0.2596,
1198,6627,0.255,
1198,3432,0.2528,
1198,8769,0.2418,
1198,8612,0.24,
1198,2461,0.236,
1198,2331,0.2324,
1198,5375,0.2288,
1198,7568,0.2287,
1198,7070,0.2232,
1198,4158,0.2195,
1198,8118,0.2159,
1198,4682,0.212,
1198,7231,0.2115,
1198,8693,0.2098,
1198,7371,0.209,
1198,8067,0.2086,
1198,5609,0.2085,
1199,7371,0.2098,
1199,3693,0.1968,
1199,7195,0.1866,
1199,2926,0.1858,
1199,3941,0.1842,
1199,1292,0.1828,
1199,2418,0.1822,
1199,44,0.1803,
1199,4041,0.1801,
1199,3840,0.1774,
1199,3933,0.1766,
1199,5703,0.1759,
1199,1925,0.1741,
1199,5511,0.1717,
1199,4670,0.1715,
1199,882,0.1696,
1199,4299,0.1687,
1199,8130,0.1679,
1199,9322,0.1679,
1199,4703,0.1664,
1200,8067,0.2582,
1200,9062,0.2508,
1200,5882,0.2265,
1200,4531,0.2248,
1200,6174,0.2241,
1200,164,0.2225,
1200,7870,0.2223,
1200,3540,0.2213,
1200,4682,0.2213,
1200,4968,0.2125,
1200,1215,0.2104,
1200,3840,0.2104,
1200,1162,0.2104,
1200,7486,0.2103,
1200,8834,0.2094,
1200,8888,0.2072,
1200,4810,0.207,
1200,7825,0.2063,
1200,334,0.206,
1200,78,0.2053,
1201,6444,0.2473,
1201,846,0.2436,
1201,919,0.2343,
1201,9447,0.232,
1201,5990,0.2285,
1201,2053,0.2262,
1201,5943,0.2253,
1201,1763,0.2231,
1201,6701,0.223,
1201,6773,0.2199,
1201,2019,0.2177,
1201,6430,0.2172,
1201,2764,0.2169,
1201,6164,0.211,
1201,6898,0.2109,
1201,6259,0.2108,
1201,1858,0.2108,
1201,5868,0.2093,
1201,5684,0.2078,
1201,202,0.2065,
1202,5098,0.3073,
1202,7699,0.3,
1202,7462,0.2922,
1202,5097,0.2877,
1202,6823,0.2837,
1202,8557,0.2819,
1202,8476,0.2815,
1202,9247,0.2804,
1202,432,0.2751,
1202,1369,0.2735,
1202,6867,0.2733,
1202,3669,0.2717,
1202,8151,0.2717,
1202,2650,0.2707,
1202,7964,0.2696,
1202,5704,0.2695,
1202,5049,0.2692,
1202,7547,0.2691,
1202,6083,0.268,
1202,4964,0.2675,
1203,5930,0.1615,
1203,919,0.16,
1203,8592,0.1542,
1203,5192,0.151,
1203,7252,0.1489,
1203,2665,0.1479,
1203,5905,0.1424,
1203,794,0.1417,
1203,8070,0.1417,
1203,2185,0.1364,
1203,2953,0.1361,
1203,4058,0.136,
1203,2108,0.1357,
1203,7414,0.1356,
1203,1811,0.1344,
1203,6963,0.1337,
1203,4300,0.1326,
1203,6839,0.1322,
1203,6748,0.1305,
1203,8275,0.1267,
1207,1902,0.2543,
1207,5343,0.2471,
1207,5967,0.2448,
1207,2164,0.2427,
1207,1704,0.2389,
1207,4274,0.2321,
1207,2385,0.2313,
1207,3744,0.2304,
1207,2394,0.2258,
1207,2091,0.2241,
1207,1861,0.2233,
1207,8002,0.2232,
1207,2109,0.2224,
1207,3749,0.2219,
1207,4643,0.2214,
1207,6063,0.2207,
1207,1054,0.2203,
1207,1149,0.2199,
1207,5461,0.2196,
1207,2433,0.2191,
1208,8470,0.2524,
1208,3457,0.2394,
1208,5583,0.2363,
1208,4057,0.2294,
1208,5465,0.224,
1208,164,0.2223,
1208,5081,0.2218,
1208,5494,0.2195,
1208,5223,0.2174,
1208,6614,0.2164,
1208,1162,0.2124,
1208,8190,0.2117,
1208,2080,0.2116,
1208,4091,0.2112,
1208,5344,0.2099,
1208,8322,0.2094,
1208,8431,0.2078,
1208,2919,0.2074,
1208,473,0.207,
1208,5001,0.2066,
1209,6310,0.1939,
1209,2418,0.1878,
1209,4525,0.1822,
1209,3571,0.1803,
1209,7901,0.1737,
1209,189,0.1735,
1209,8054,0.1698,
1209,1446,0.1667,
1209,8817,0.1602,
1209,194,0.1595,
1209,4863,0.1586,
1209,5186,0.158,
1209,3112,0.1574,
1209,2197,0.1556,
1209,9201,0.1554,
1209,7996,0.155,
1209,5076,0.1495,
1209,7530,0.1492,
1209,8726,0.1471,
1209,1292,0.1458,
1210,3727,0.2215,
1210,6620,0.22,
1210,2856,0.2064,
1210,2718,0.2033,
1210,1704,0.1811,
1210,3068,0.1785,
1210,7015,0.1775,
1210,3209,0.1751,
1210,567,0.1724,
1210,7042,0.1719,
1210,5419,0.1714,
1210,806,0.1676,
1210,375,0.1635,
1210,7195,0.1603,
1210,5280,0.1593,
1210,7412,0.1592,
1210,3871,0.1574,
1210,7980,0.1547,
1210,6917,0.1539,
1210,6126,0.1536,
1211,291,0.3043,
1211,7883,0.3015,
1211,4175,0.2958,
1211,8240,0.2763,
1211,1722,0.2704,
1211,9140,0.2691,
1211,3788,0.264,
1211,4455,0.2545,
1211,6988,0.2493,
1211,1028,0.2489,
1211,7140,0.2467,
1211,26,0.2453,
1211,2215,0.2434,
1211,7448,0.2422,
1211,3588,0.2395,
1211,3549,0.2383,
1211,90,0.2376,
1211,6431,0.2367,
1211,7918,0.2357,
1211,8451,0.2318,
1212,3516,0.2148,
1212,9213,0.1978,
1212,5930,0.1941,
1212,5919,0.1933,
1212,9436,0.1933,
1212,2401,0.1924,
1212,5619,0.1923,
1212,8968,0.1906,
1212,1913,0.1905,
1212,1083,0.1869,
1212,850,0.1824,
1212,7748,0.1822,
1212,7309,0.182,
1212,5106,0.1816,
1212,1054,0.1807,
1212,8184,0.1802,
1212,155,0.1802,
1212,9081,0.1781,
1212,7083,0.1754,
1212,2883,0.1746,
1213,5189,0.2831,
1213,7824,0.2498,
1213,4057,0.249,
1213,8834,0.2464,
1213,9062,0.2442,
1213,8206,0.2362,
1213,4114,0.2347,
1213,7737,0.2343,
1213,282,0.2324,
1213,8439,0.2314,
1213,8992,0.2311,
1213,4565,0.2309,
1213,5984,0.2309,
1213,2926,0.2297,
1213,7870,0.2266,
1213,6478,0.2243,
1213,455,0.2232,
1213,8042,0.2215,
1213,6542,0.219,
1213,6174,0.219,
1214,8070,0.179,
1214,2175,0.1777,
1214,4565,0.1644,
1214,5192,0.164,
1214,4713,0.1606,
1214,919,0.159,
1214,3790,0.1585,
1214,885,0.1581,
1214,6963,0.1577,
1214,8206,0.1571,
1214,2926,0.1563,
1214,5938,0.1519,
1214,1220,0.1516,
1214,1000,0.1501,
1214,7396,0.1493,
1214,6827,0.1481,
1214,7737,0.1479,
1214,8391,0.1473,
1214,8481,0.1466,
1214,794,0.1466,
1215,9062,0.2665,
1215,3432,0.2304,
1215,7568,0.2292,
1215,5261,0.2284,
1215,8769,0.2183,
1215,8433,0.2158,
1215,2331,0.214,
1215,7070,0.209,
1215,8693,0.2083,
1215,7051,0.2082,
1215,6442,0.208,
1215,6322,0.2073,
1215,1931,0.2069,
1215,6627,0.2046,
1215,8612,0.2041,
1215,4035,0.1994,
1215,4682,0.192,
1215,7231,0.1898,
1215,6664,0.1891,
1215,5609,0.187,
1216,3516,0.1516,
1216,355,0.1483,
1216,2433,0.144,
1216,8965,0.1423,
1216,2554,0.1421,
1216,5165,0.1409,
1216,5930,0.1405,
1216,4057,0.1401,
1216,7273,0.1376,
1216,2926,0.1349,
1216,6935,0.1342,
1216,1337,0.1318,
1216,5081,0.1305,
1216,2361,0.129,
1216,9436,0.1289,
1216,919,0.127,
1216,274,0.1254,
1216,8662,0.1254,
1216,6225,0.1207,
1216,4544,0.1201,
1217,8571,0.2053,
1217,6430,0.2043,
1217,5708,0.201,
1217,7844,0.1811,
1217,3516,0.1794,
1217,2926,0.1793,
1217,9422,0.1745,
1217,5003,0.1722,
1217,4727,0.1708,
1217,4057,0.17,
1217,1475,0.1695,
1217,6440,0.1685,
1217,5453,0.1666,
1217,1181,0.1604,
1217,715,0.1569,
1217,9438,0.1566,
1217,8245,0.1565,
1217,5890,0.1562,
1217,3743,0.1556,
1217,7679,0.1555,
1218,5904,0.2444,
1218,7832,0.2327,
1218,6382,0.2245,
1218,3486,0.2231,
1218,1379,0.2228,
1218,6199,0.2217,
1218,9061,0.2216,
1218,7840,0.2212,
1218,5055,0.2198,
1218,5036,0.2194,
1218,5796,0.2169,
1218,154,0.2153,
1218,8341,0.2144,
1218,7742,0.2139,
1218,2326,0.2129,
1218,213,0.2113,
1218,3695,0.2113,
1218,1792,0.2107,
1218,1227,0.2107,
1218,7567,0.2094,
1219,4818,0.227,
1219,8174,0.2094,
1219,5559,0.2084,
1219,7086,0.2057,
1219,603,0.1902,
1219,5869,0.1901,
1219,5794,0.1888,
1219,1241,0.1884,
1219,7220,0.1864,
1219,8466,0.1838,
1219,3161,0.1818,
1219,9061,0.1796,
1219,5904,0.1775,
1219,2704,0.1766,
1219,2473,0.1763,
1219,3576,0.1758,
1219,3732,0.1755,
1219,409,0.1742,
1219,8769,0.1742,
1219,6836,0.1741,
1220,3259,0.2585,
1220,7525,0.2573,
1220,6835,0.256,
1220,2455,0.2478,
1220,3815,0.2444,
1220,3074,0.2342,
1220,7879,0.2277,
1220,6433,0.2267,
1220,78,0.2232,
1220,5343,0.2231,
1220,3816,0.2211,
1220,6418,0.2204,
1220,2182,0.2202,
1220,6441,0.2184,
1220,1464,0.2173,
1220,9436,0.2158,
1220,8280,0.2157,
1220,4291,0.2148,
1220,409,0.2133,
1220,4576,0.2132,
1221,4744,0.1599,
1221,4057,0.1591,
1221,164,0.1531,
1221,3516,0.1513,
1221,6643,0.1482,
1221,1913,0.1474,
1221,4291,0.1464,
1221,6613,0.1457,
1221,5157,0.1453,
1221,5081,0.1451,
1221,3840,0.1441,
1221,6089,0.1438,
1221,5716,0.143,
1221,4682,0.1427,
1221,5094,0.1423,
1221,616,0.1413,
1221,307,0.141,
1221,1829,0.1407,
1221,9452,0.1406,
1221,5465,0.1403,
1222,4127,0.2405,
1222,2461,0.2309,
1222,2174,0.2291,
1222,5106,0.2291,
1222,1902,0.2153,
1222,2433,0.2129,
1222,3516,0.2128,
1222,9436,0.2122,
1222,455,0.2114,
1222,3202,0.2107,
1222,155,0.2084,
1222,9062,0.1997,
1222,2401,0.1996,
1222,5892,0.1994,
1222,7578,0.1991,
1222,8968,0.1977,
1222,6803,0.1974,
1222,850,0.1969,
1222,8965,0.1958,
1222,5809,0.1934,
1223,980,0.2458,
1223,9366,0.2428,
1223,967,0.2413,
1223,8192,0.2407,
1223,7317,0.2406,
1223,3630,0.2397,
1223,9034,0.2396,
1223,7923,0.239,
1223,7606,0.2371,
1223,4962,0.236,
1223,6781,0.2348,
1223,5356,0.234,
1223,6064,0.2333,
1223,5450,0.2326,
1223,1859,0.2318,
1223,5397,0.2308,
1223,334,0.2302,
1223,6942,0.2302,
1223,4618,0.2301,
1223,6818,0.2295,
1224,7083,0.2023,
1224,1054,0.1958,
1224,5619,0.195,
1224,9436,0.1926,
1224,3516,0.1902,
1224,3917,0.1894,
1224,2164,0.1824,
1224,4403,0.1821,
1224,6225,0.1815,
1224,5168,0.1801,
1224,7318,0.1797,
1224,5967,0.178,
1224,1806,0.1779,
1224,5321,0.1777,
1224,1772,0.1777,
1224,2373,0.1768,
1224,3346,0.1765,
1224,7453,0.1758,
1224,5343,0.1756,
1224,2385,0.175,
1225,2175,0.3363,
1225,3815,0.3121,
1225,3531,0.3059,
1225,1000,0.3044,
1225,5010,0.3011,
1225,4026,0.2985,
1225,6212,0.2984,
1225,8087,0.293,
1225,8490,0.2926,
1225,8280,0.2924,
1225,7044,0.2914,
1225,9288,0.2907,
1225,4582,0.2907,
1225,1204,0.2901,
1225,4223,0.2901,
1225,2252,0.2889,
1225,3846,0.2858,
1225,4713,0.2852,
1225,5938,0.285,
1225,909,0.2839,
1226,355,0.2276,
1226,5165,0.211,
1226,7273,0.2046,
1226,754,0.1987,
1226,9273,0.194,
1226,2566,0.1925,
1226,3417,0.1874,
1226,7523,0.1869,
1226,3057,0.1862,
1226,998,0.1859,
1226,5438,0.1855,
1226,8905,0.1817,
1226,3920,0.1815,
1226,7083,0.1812,
1226,2874,0.1809,
1226,5999,0.1795,
1226,2127,0.177,
1226,3436,0.1767,
1226,6474,0.1755,
1226,6803,0.1755,
1227,2926,0.159,
1227,6430,0.1414,
1227,4858,0.1413,
1227,3261,0.1397,
1227,1796,0.1317,
1227,8295,0.1291,
1227,1024,0.1272,
1227,5877,0.1252,
1227,1858,0.125,
1227,3836,0.1248,
1227,1767,0.1246,
1227,7771,0.1243,
1227,5684,0.1243,
1227,2387,0.1232,
1227,601,0.1207,
1227,6824,0.1206,
1227,4474,0.1205,
1227,3224,0.12,
1227,3317,0.1196,
1227,7737,0.1179,
1228,2160,0.2753,
1228,2361,0.273,
1228,3787,0.2725,
1228,6614,0.2698,
1228,2158,0.2684,
1228,5583,0.268,
1228,307,0.2673,
1228,1263,0.2672,
1228,6203,0.267,
1228,473,0.2658,
1228,4275,0.2653,
1228,6643,0.2604,
1228,3066,0.2593,
1228,9388,0.2583,
1228,9407,0.2579,
1228,4744,0.2572,
1228,2145,0.2571,
1228,2029,0.2564,
1228,4252,0.2563,
1228,993,0.2558,
1229,8600,0.2692,
1229,9452,0.2645,
1229,5583,0.262,
1229,6614,0.2602,
1229,2361,0.2598,
1229,4275,0.2565,
1229,993,0.256,
1229,9407,0.2547,
1229,4252,0.2529,
1229,9388,0.2489,
1229,3787,0.2456,
1229,5081,0.2446,
1229,5157,0.2435,
1229,1263,0.2433,
1229,8662,0.2426,
1229,1598,0.2413,
1229,4514,0.241,
1229,6264,0.241,
1229,6499,0.2404,
1229,8551,0.2395,
1243,5223,0.21,
1243,4057,0.1975,
1243,7724,0.197,
1243,5344,0.1861,
1243,5465,0.1853,
1243,7633,0.1785,
1243,307,0.1781,
1243,555,0.1754,
1243,5236,0.1743,
1243,2770,0.1707,
1243,2006,0.1689,
1243,7265,0.1664,
1243,7824,0.1617,
1243,7634,0.1609,
1243,5969,0.1609,
1243,2361,0.1606,
1243,4543,0.1602,
1243,6478,0.1588,
1243,749,0.1586,
1243,6975,0.1573,
1230,4275,0.3801,
1230,2158,0.3741,
1230,4514,0.3672,
1230,2351,0.3671,
1230,473,0.366,
1230,5548,0.365,
1230,3540,0.3646,
1230,2361,0.3636,
1230,7447,0.3623,
1230,2875,0.362,
1230,6643,0.3618,
1230,7853,0.3612,
1230,8374,0.3608,
1230,8145,0.3607,
1230,34,0.3607,
1230,5969,0.3601,
1230,5583,0.3599,
1230,9135,0.3598,
1230,2539,0.3598,
1230,1398,0.3596,
1231,4275,0.4131,
1231,307,0.3998,
1231,2158,0.3989,
1231,2361,0.3925,
1231,5583,0.3906,
1231,6614,0.3904,
1231,2351,0.3786,
1231,9452,0.3776,
1231,5548,0.3773,
1231,5773,0.3767,
1231,7447,0.3761,
1231,7853,0.3747,
1231,983,0.3739,
1231,2875,0.3733,
1231,5538,0.3722,
1231,9135,0.3722,
1231,5969,0.3719,
1231,8145,0.3713,
1231,9407,0.3711,
1231,1398,0.3708,
1232,2019,0.2605,
1232,3693,0.2275,
1232,8763,0.2226,
1232,4622,0.2186,
1232,5559,0.2184,
1232,4041,0.2166,
1232,8769,0.2162,
1232,6701,0.2161,
1232,8978,0.216,
1232,5900,0.2151,
1232,9447,0.214,
1232,2060,0.212,
1232,3836,0.2117,
1232,1636,0.2116,
1232,6824,0.2116,
1232,6834,0.2115,
1232,4143,0.211,
1232,5590,0.2104,
1232,6747,0.2087,
1232,4628,0.2083,
1233,1639,0.3125,
1233,5183,0.2906,
1233,8267,0.2859,
1233,4491,0.2777,
1233,3598,0.2743,
1233,1276,0.2741,
1233,3558,0.2726,
1233,7076,0.2721,
1233,6421,0.2719,
1233,5376,0.2696,
1233,3527,0.2672,
1233,8477,0.267,
1233,6813,0.2666,
1233,4209,0.2664,
1233,3038,0.2658,
1233,3973,0.2648,
1233,2098,0.264,
1233,9044,0.263,
1233,8370,0.2618,
1233,8375,0.2618,
1234,8769,0.2905,
1234,3261,0.2841,
1234,1636,0.2835,
1234,5590,0.2819,
1234,5176,0.2786,
1234,6701,0.2729,
1234,1858,0.2714,
1234,9070,0.2688,
1234,5900,0.2682,
1234,4628,0.2649,
1234,1869,0.2629,
1234,2972,0.2602,
1234,95,0.26,
1234,7155,0.2591,
1234,1122,0.2582,
1234,4364,0.2579,
1234,7491,0.2572,
1234,194,0.2569,
1234,6127,0.2566,
1234,945,0.2565,
1235,6442,0.2393,
1235,5109,0.232,
1235,307,0.2314,
1235,4057,0.2251,
1235,6613,0.2145,
1235,4291,0.2105,
1235,2145,0.2104,
1235,3787,0.21,
1235,7323,0.2091,
1235,5189,0.2075,
1235,6643,0.2068,
1235,6849,0.2054,
1235,736,0.2042,
1235,1908,0.2033,
1235,7633,0.2032,
1235,5494,0.2024,
1235,3066,0.2014,
1235,8115,0.201,
1235,7825,0.2009,
1235,7973,0.2009,
1441,5081,0.1935,
1441,9452,0.1933,
1441,9407,0.1863,
1441,9388,0.1839,
1441,5583,0.1828,
1441,66,0.1826,
1441,2361,0.1817,
1441,8470,0.1811,
1441,4252,0.1809,
1441,8600,0.1803,
1441,993,0.1803,
1441,6643,0.1802,
1441,1598,0.1799,
1441,6614,0.1798,
1441,8662,0.1798,
1441,6613,0.1764,
1441,6264,0.1762,
1441,1771,0.1758,
1441,5094,0.1737,
1441,4057,0.1736,
1442,9288,0.2772,
1442,455,0.2666,
1442,1127,0.2656,
1442,4127,0.2622,
1442,918,0.2586,
1442,6742,0.2541,
1442,4582,0.2524,
1442,2252,0.2523,
1442,1083,0.2377,
1442,7824,0.2376,
1442,7278,0.2369,
1442,7500,0.2353,
1442,1400,0.2352,
1442,3517,0.2345,
1442,886,0.232,
1442,1000,0.2314,
1442,5938,0.2301,
1442,2175,0.2297,
1442,8250,0.229,
1442,8041,0.2286,
1443,355,0.2099,
1443,3516,0.2076,
1443,6835,0.2024,
1443,4127,0.1996,
1443,4553,0.1952,
1443,4565,0.1947,
1443,1913,0.1945,
1443,8905,0.1939,
1443,3506,0.1931,
1443,3770,0.1908,
1443,2175,0.1883,
1443,3842,0.1859,
1443,3057,0.1843,
1443,5189,0.1834,
1443,754,0.1832,
1443,7453,0.183,
1443,9288,0.1823,
1443,616,0.1821,
1443,9441,0.182,
1443,3530,0.1814,
1236,8433,0.2386,
1236,9062,0.2382,
1236,8769,0.2342,
1236,9384,0.2324,
1236,1858,0.2312,
1236,5943,0.2272,
1236,6442,0.2271,
1236,8067,0.2254,
1236,6444,0.2202,
1236,846,0.2194,
1236,6701,0.2192,
1236,2053,0.2163,
1236,6773,0.2148,
1236,9447,0.2137,
1236,6273,0.2134,
1236,4831,0.2111,
1236,1763,0.2092,
1236,919,0.2089,
1236,4819,0.2079,
1236,5990,0.2064,
1237,3303,0.2967,
1237,696,0.2943,
1237,857,0.2943,
1237,6268,0.29,
1237,7535,0.2881,
1237,299,0.2878,
1237,820,0.2852,
1237,923,0.2837,
1237,8517,0.2825,
1237,8328,0.2816,
1237,4826,0.2811,
1237,6943,0.2798,
1237,8424,0.2792,
1237,855,0.279,
1237,5193,0.2787,
1237,1988,0.2778,
1237,891,0.2771,
1237,2309,0.2768,
1237,7813,0.2768,
1237,8129,0.2759,
1238,8769,0.1755,
1238,9062,0.1633,
1238,6701,0.1603,
1238,1858,0.1587,
1238,3503,0.1572,
1238,7231,0.1546,
1238,3074,0.1535,
1238,4041,0.1489,
1238,4328,0.1474,
1238,5176,0.1471,
1238,8067,0.1458,
1238,4038,0.1456,
1238,913,0.1454,
1238,296,0.1453,
1238,5900,0.145,
1238,7371,0.1444,
1238,6472,0.1417,
1238,2764,0.141,
1238,194,0.1409,
1238,7070,0.1407,
1239,9394,0.2014,
1239,3516,0.1983,
1239,2461,0.1928,
1239,6803,0.1917,
1239,7628,0.1905,
1239,6241,0.1828,
1239,4057,0.1741,
1239,8693,0.1715,
1239,6998,0.1711,
1239,7126,0.17,
1239,355,0.1699,
1239,3903,0.1695,
1239,2926,0.1695,
1239,7737,0.1684,
1239,7070,0.166,
1239,2433,0.1657,
1239,3202,0.1646,
1239,951,0.1642,
1239,4488,0.164,
1239,4127,0.1636,
1240,3074,0.2144,
1240,7525,0.2071,
1240,7086,0.2048,
1240,2926,0.2046,
1240,3505,0.2025,
1240,3933,0.2021,
1240,2175,0.1988,
1240,3052,0.1968,
1240,624,0.1958,
1240,8769,0.1956,
1240,7371,0.194,
1240,6835,0.191,
1240,7214,0.1906,
1240,5559,0.1899,
1240,2764,0.1891,
1240,8763,0.1882,
1240,3815,0.1879,
1240,3783,0.1878,
1240,8130,0.187,
1240,919,0.186,
1241,5165,0.3218,
1241,8905,0.3073,
1241,7273,0.306,
1241,2127,0.3059,
1241,7523,0.3053,
1241,4553,0.3,
1241,5438,0.2996,
1241,3920,0.2953,
1241,3057,0.2915,
1241,6474,0.2905,
1241,2566,0.2899,
1241,3417,0.289,
1241,2874,0.2881,
1241,3436,0.285,
1241,4512,0.2835,
1241,5659,0.2835,
1241,3207,0.2831,
1241,355,0.2816,
1241,759,0.2794,
1241,754,0.2792,
1242,1162,0.216,
1242,334,0.2075,
1242,1859,0.2032,
1242,3039,0.2009,
1242,8481,0.1996,
1242,2240,0.1983,
1242,6818,0.1965,
1242,8192,0.1955,
1242,7923,0.1927,
1242,4962,0.1923,
1242,6754,0.1922,
1242,7317,0.1917,
1242,9034,0.1911,
1242,5397,0.1908,
1242,5356,0.1904,
1242,980,0.1889,
1242,9366,0.1884,
1242,3864,0.1883,
1242,6781,0.1875,
1242,5450,0.1861,
1244,5465,0.2482,
1244,455,0.2424,
1244,5081,0.2302,
1244,4127,0.2155,
1244,4744,0.2129,
1244,5716,0.2103,
1244,8888,0.2101,
1244,7836,0.2086,
1244,8592,0.2083,
1244,3457,0.2069,
1244,918,0.203,
1244,4727,0.1996,
1244,5930,0.1993,
1244,164,0.1988,
1244,5344,0.1959,
1244,7724,0.1943,
1244,2255,0.1932,
1244,54,0.1928,
1244,486,0.1924,
1244,5360,0.1919,
1245,534,0.2013,
1245,2019,0.1982,
1245,8273,0.1851,
1245,6747,0.1848,
1245,1858,0.1832,
1245,8769,0.1813,
1245,8353,0.1796,
1245,9070,0.1793,
1245,8978,0.1792,
1245,8763,0.1783,
1245,1636,0.1779,
1245,5590,0.1769,
1245,4364,0.1761,
1245,8295,0.1759,
1245,8806,0.1759,
1245,9447,0.1758,
1245,5176,0.1758,
1245,6469,0.1754,
1245,8276,0.1747,
1245,5647,0.1741,
1246,164,0.2348,
1246,5882,0.234,
1246,5081,0.2261,
1246,1215,0.2212,
1246,8980,0.2185,
1246,8592,0.2159,
1246,4057,0.2142,
1246,6174,0.2134,
1246,4531,0.2106,
1246,5189,0.209,
1246,2185,0.2086,
1246,1659,0.2075,
1246,5165,0.2073,
1246,455,0.2073,
1246,5465,0.2072,
1246,1908,0.2051,
1246,3345,0.2045,
1246,4483,0.2028,
1246,2724,0.2018,
1246,282,0.2012,
1247,9062,0.2191,
1247,7784,0.2156,
1247,4682,0.2037,
1247,6785,0.1969,
1247,2461,0.1925,
1247,7051,0.1884,
1247,6613,0.1852,
1247,9213,0.1837,
1247,8834,0.1813,
1247,2331,0.1801,
1247,5854,0.177,
1247,8067,0.1755,
1247,5261,0.1748,
1247,7070,0.1739,
1247,7568,0.1729,
1247,8433,0.172,
1247,9436,0.1718,
1247,7610,0.1705,
1247,8005,0.1699,
1247,6627,0.1694,
1248,9062,0.2383,
1248,1908,0.2194,
1248,7070,0.2178,
1248,8612,0.203,
1248,6442,0.2017,
1248,8067,0.2009,
1248,2008,0.1974,
1248,6627,0.194,
1248,7051,0.1921,
1248,5261,0.1914,
1248,4682,0.1909,
1248,7086,0.1887,
1248,3432,0.188,
1248,7568,0.188,
1248,8693,0.1873,
1248,951,0.1832,
1248,2461,0.1792,
1248,5639,0.179,
1248,1485,0.1772,
1248,4353,0.1771,
1273,7628,0.1675,
1273,4158,0.1628,
1273,7195,0.1492,
1273,2696,0.1452,
1273,8693,0.1449,
1273,9394,0.1419,
1273,5909,0.141,
1273,6463,0.1399,
1273,9062,0.1391,
1273,2461,0.1388,
1273,6998,0.1388,
1273,6941,0.1368,
1273,6664,0.1365,
1273,4299,0.1364,
1273,676,0.1352,
1273,5375,0.1349,
1273,2856,0.1348,
1273,6740,0.1347,
1273,1704,0.1336,
1273,2670,0.1335,
1249,9340,0.1709,
1249,7535,0.1678,
1249,478,0.1633,
1249,1813,0.1612,
1249,8992,0.1602,
1249,301,0.1598,
1249,9352,0.1557,
1249,5246,0.1551,
1249,5189,0.1549,
1249,1153,0.1544,
1249,3808,0.1539,
1249,8734,0.1512,
1249,8337,0.1498,
1249,3577,0.1488,
1249,2687,0.1483,
1249,8328,0.1472,
1249,4611,0.1465,
1249,396,0.1455,
1249,1309,0.1446,
1249,2011,0.1446,
1250,6973,0.2674,
1250,8054,0.2575,
1250,2536,0.2561,
1250,4291,0.2486,
1250,164,0.247,
